property_id,check_in_date,room_category,successful_bookings,capacity,occupancy
17559,2022-05-22,RT2,33,39,85%
16560,2022-05-22,RT2,24,34,71%
18562,2022-05-22,RT2,30,34,88%
18559,2022-05-22,RT2,28,44,64%
17563,2022-05-22,RT2,38,44,86%
17562,2022-05-22,RT2,20,30,67%
18558,2022-05-22,RT2,24,30,80%
17564,2022-05-22,RT2,22,40,55%
18561,2022-05-22,RT2,34,40,85%
18560,2022-05-22,RT2,36,40,90%
17560,2022-05-22,RT2,33,45,73%
19561,2022-05-22,RT2,32,45,71%
19563,2022-05-22,RT2,31,45,69%
19563,2022-05-22,RT3,21,29,72%
19562,2022-05-22,RT3,24,29,83%
19561,2022-05-22,RT3,22,29,76%
18562,2022-05-22,RT3,27,29,93%
17558,2022-05-22,RT3,20,27,74%
17562,2022-05-22,RT3,17,27,63%
19559,2022-05-22,RT3,18,27,67%
16559,2022-05-22,RT3,28,32,88%
16558,2022-05-22,RT3,7,8,88%
17560,2022-05-22,RT3,18,25,72%
18561,2022-05-22,RT3,21,25,84%
16561,2022-05-22,RT3,19,21,90%
16563,2022-05-22,RT3,19,20,95%
17559,2022-05-22,RT3,16,16,100%
17561,2022-05-22,RT3,17,19,89%
17563,2022-05-22,RT3,16,16,100%
18558,2022-05-22,RT3,19,26,73%
18560,2022-05-22,RT3,22,24,92%
18563,2022-05-22,RT3,18,23,78%
19560,2022-05-22,RT3,17,19,89%
18559,2022-05-22,RT3,15,23,65%
16562,2022-05-22,RT3,13,18,72%
16560,2022-05-22,RT3,14,20,70%
17564,2022-05-22,RT3,14,24,58%
19558,2022-05-22,RT3,11,21,52%
19559,2022-05-22,RT4,2,3,67%
16562,2022-05-22,RT4,4,6,67%
17562,2022-05-22,RT4,4,6,67%
19563,2022-05-22,RT4,4,6,67%
17561,2022-05-22,RT4,4,4,100%
17558,2022-05-22,RT4,5,6,83%
19558,2022-05-22,RT4,5,7,71%
19561,2022-05-22,RT4,5,7,71%
16560,2022-05-22,RT4,6,7,86%
16561,2022-05-22,RT4,9,10,90%
17560,2022-05-22,RT4,10,13,77%
18561,2022-05-22,RT4,8,9,89%
17564,2022-05-22,RT4,12,17,71%
18560,2022-05-22,RT4,14,15,93%
19560,2022-05-22,RT4,14,16,88%
18559,2022-05-22,RT4,13,19,68%
17563,2022-05-22,RT4,17,19,89%
19562,2022-05-22,RT4,11,14,79%
17559,2022-05-22,RT4,12,14,86%
18558,2022-05-22,RT4,16,20,80%
18562,2022-05-22,RT4,18,20,90%
18563,2022-05-22,RT4,13,18,72%
16563,2022-05-22,RT4,18,18,100%
16559,2022-05-22,RT4,16,18,89%
16558,2022-05-22,RT4,3,3,100%
19563,2022-05-23,RT3,15,29,52%
16559,2022-05-23,RT1,18,30,60%
18560,2022-05-23,RT1,18,30,60%
19562,2022-05-23,RT1,21,30,70%
19563,2022-05-23,RT1,15,30,50%
17558,2022-05-23,RT1,10,19,53%
16558,2022-05-23,RT1,13,19,68%
17560,2022-05-23,RT1,19,40,48%
19558,2022-05-23,RT1,19,40,48%
19560,2022-05-23,RT1,17,26,65%
17561,2022-05-23,RT1,17,26,65%
16560,2022-05-23,RT1,15,34,44%
16561,2022-05-23,RT1,12,18,67%
16562,2022-05-23,RT1,16,31,52%
16563,2022-05-23,RT1,28,41,68%
17559,2022-05-23,RT1,21,32,66%
17562,2022-05-23,RT1,8,20,40%
17563,2022-05-23,RT1,17,25,68%
18558,2022-05-23,RT1,9,15,60%
18559,2022-05-23,RT1,15,42,36%
18561,2022-05-23,RT1,21,33,64%
18562,2022-05-23,RT1,24,38,63%
18563,2022-05-23,RT1,15,27,56%
19559,2022-05-23,RT1,13,24,54%
19561,2022-05-23,RT1,16,36,44%
17564,2022-05-23,RT1,7,16,44%
19562,2022-05-23,RT2,15,23,65%
18563,2022-05-23,RT2,15,29,52%
17561,2022-05-23,RT2,23,36,64%
17558,2022-05-23,RT2,23,50,46%
16562,2022-05-23,RT2,23,43,53%
16561,2022-05-23,RT2,13,24,54%
16558,2022-05-23,RT2,14,22,64%
19560,2022-05-23,RT2,24,38,63%
16563,2022-05-23,RT2,25,38,66%
16559,2022-05-23,RT2,24,41,59%
19559,2022-05-23,RT2,22,41,54%
19558,2022-05-23,RT2,14,39,36%
17559,2022-05-23,RT2,25,39,64%
16560,2022-05-23,RT2,16,34,47%
18562,2022-05-23,RT2,20,34,59%
18559,2022-05-23,RT2,19,44,43%
17563,2022-05-23,RT2,29,44,66%
17562,2022-05-23,RT2,14,30,47%
18558,2022-05-23,RT2,14,30,47%
17564,2022-05-23,RT2,14,40,35%
18561,2022-05-23,RT2,25,40,63%
18560,2022-05-23,RT2,26,40,65%
17560,2022-05-23,RT2,22,45,49%
19561,2022-05-23,RT2,24,45,53%
19563,2022-05-23,RT2,25,45,56%
19562,2022-05-23,RT3,17,29,59%
19561,2022-05-23,RT3,14,29,48%
18562,2022-05-23,RT3,18,29,62%
17558,2022-05-23,RT3,13,27,48%
17562,2022-05-23,RT3,12,27,44%
19559,2022-05-23,RT3,16,27,59%
16559,2022-05-23,RT3,22,32,69%
16558,2022-05-23,RT3,4,8,50%
18561,2022-05-23,RT3,16,25,64%
16561,2022-05-23,RT3,15,21,71%
19558,2022-05-23,RT3,8,21,38%
16563,2022-05-23,RT3,14,20,70%
17561,2022-05-23,RT3,14,19,74%
18560,2022-05-23,RT3,14,24,58%
16562,2022-05-23,RT3,9,18,50%
17563,2022-05-23,RT3,9,16,56%
16560,2022-05-23,RT3,10,20,50%
17560,2022-05-23,RT3,12,25,48%
18558,2022-05-23,RT3,12,26,46%
19560,2022-05-23,RT3,12,19,63%
17564,2022-05-23,RT3,12,24,50%
17559,2022-05-23,RT3,11,16,69%
18559,2022-05-23,RT3,11,23,48%
18563,2022-05-23,RT3,11,23,48%
16558,2022-05-23,RT4,2,3,67%
16560,2022-05-23,RT4,4,7,57%
19561,2022-05-23,RT4,4,7,57%
18561,2022-05-23,RT4,5,9,56%
16561,2022-05-23,RT4,6,10,60%
17560,2022-05-23,RT4,7,13,54%
19559,2022-05-23,RT4,1,3,33%
17564,2022-05-23,RT4,8,17,47%
18560,2022-05-23,RT4,11,15,73%
19560,2022-05-23,RT4,11,16,69%
18559,2022-05-23,RT4,9,19,47%
17563,2022-05-23,RT4,12,19,63%
19562,2022-05-23,RT4,9,14,64%
17559,2022-05-23,RT4,9,14,64%
18558,2022-05-23,RT4,10,20,50%
18562,2022-05-23,RT4,11,20,55%
18563,2022-05-23,RT4,9,18,50%
16563,2022-05-23,RT4,12,18,67%
16559,2022-05-23,RT4,9,18,50%
16562,2022-05-23,RT4,3,6,50%
17558,2022-05-23,RT4,3,6,50%
17562,2022-05-23,RT4,3,6,50%
19563,2022-05-23,RT4,3,6,50%
19558,2022-05-23,RT4,3,7,43%
17561,2022-05-23,RT4,3,4,75%
19563,2022-05-24,RT3,14,29,48%
18560,2022-05-24,RT1,17,30,57%
19562,2022-05-24,RT1,17,30,57%
19563,2022-05-24,RT1,14,30,47%
17558,2022-05-24,RT1,9,19,47%
16558,2022-05-24,RT1,11,19,58%
17560,2022-05-24,RT1,20,40,50%
19558,2022-05-24,RT1,16,40,40%
19560,2022-05-24,RT1,18,26,69%
17561,2022-05-24,RT1,15,26,58%
16560,2022-05-24,RT1,14,34,41%
16561,2022-05-24,RT1,10,18,56%
16562,2022-05-24,RT1,17,31,55%
16563,2022-05-24,RT1,28,41,68%
17559,2022-05-24,RT1,17,32,53%
17562,2022-05-24,RT1,8,20,40%
17563,2022-05-24,RT1,15,25,60%
18558,2022-05-24,RT1,8,15,53%
18559,2022-05-24,RT1,17,42,40%
18561,2022-05-24,RT1,18,33,55%
18562,2022-05-24,RT1,23,38,61%
18563,2022-05-24,RT1,13,27,48%
19559,2022-05-24,RT1,11,24,46%
19561,2022-05-24,RT1,18,36,50%
17564,2022-05-24,RT1,7,16,44%
19562,2022-05-24,RT2,13,23,57%
18563,2022-05-24,RT2,17,29,59%
17561,2022-05-24,RT2,23,36,64%
17558,2022-05-24,RT2,24,50,48%
16562,2022-05-24,RT2,23,43,53%
16561,2022-05-24,RT2,15,24,63%
16558,2022-05-24,RT2,14,22,64%
19560,2022-05-24,RT2,25,38,66%
16563,2022-05-24,RT2,23,38,61%
16559,2022-05-24,RT2,23,41,56%
19559,2022-05-24,RT2,20,41,49%
19558,2022-05-24,RT2,17,39,44%
17559,2022-05-24,RT2,21,39,54%
16560,2022-05-24,RT2,19,34,56%
18562,2022-05-24,RT2,20,34,59%
18559,2022-05-24,RT2,18,44,41%
17563,2022-05-24,RT2,31,44,70%
17562,2022-05-24,RT2,13,30,43%
18558,2022-05-24,RT2,16,30,53%
17564,2022-05-24,RT2,18,40,45%
18561,2022-05-24,RT2,28,40,70%
18560,2022-05-24,RT2,23,40,58%
17560,2022-05-24,RT2,26,45,58%
19561,2022-05-24,RT2,20,45,44%
19563,2022-05-24,RT2,25,45,56%
16559,2022-05-24,RT1,21,30,70%
19562,2022-05-24,RT3,17,29,59%
19561,2022-05-24,RT3,17,29,59%
18562,2022-05-24,RT3,17,29,59%
17558,2022-05-24,RT3,15,27,56%
17562,2022-05-24,RT3,12,27,44%
19559,2022-05-24,RT3,14,27,52%
16559,2022-05-24,RT3,18,32,56%
16558,2022-05-24,RT3,5,8,63%
18560,2022-05-24,RT3,15,24,63%
19558,2022-05-24,RT3,8,21,38%
16561,2022-05-24,RT3,13,21,62%
19560,2022-05-24,RT3,13,19,68%
17561,2022-05-24,RT3,14,19,74%
18561,2022-05-24,RT3,14,25,56%
16562,2022-05-24,RT3,9,18,50%
17563,2022-05-24,RT3,9,16,56%
17564,2022-05-24,RT3,9,24,38%
17559,2022-05-24,RT3,10,16,63%
18559,2022-05-24,RT3,10,23,43%
16563,2022-05-24,RT3,12,20,60%
17560,2022-05-24,RT3,12,25,48%
18558,2022-05-24,RT3,12,26,46%
16560,2022-05-24,RT3,11,20,55%
18563,2022-05-24,RT3,11,23,48%
16558,2022-05-24,RT4,2,3,67%
16562,2022-05-24,RT4,4,6,67%
17558,2022-05-24,RT4,4,6,67%
16560,2022-05-24,RT4,4,7,57%
18561,2022-05-24,RT4,4,9,44%
17560,2022-05-24,RT4,5,13,38%
16561,2022-05-24,RT4,6,10,60%
19559,2022-05-24,RT4,1,3,33%
17564,2022-05-24,RT4,7,17,41%
18560,2022-05-24,RT4,12,15,80%
19560,2022-05-24,RT4,10,16,63%
18559,2022-05-24,RT4,9,19,47%
17563,2022-05-24,RT4,13,19,68%
19562,2022-05-24,RT4,9,14,64%
17559,2022-05-24,RT4,8,14,57%
18558,2022-05-24,RT4,10,20,50%
18562,2022-05-24,RT4,14,20,70%
18563,2022-05-24,RT4,10,18,56%
16563,2022-05-24,RT4,11,18,61%
16559,2022-05-24,RT4,13,18,72%
17562,2022-05-24,RT4,3,6,50%
19563,2022-05-24,RT4,3,6,50%
19558,2022-05-24,RT4,3,7,43%
19561,2022-05-24,RT4,3,7,43%
17561,2022-05-24,RT4,3,4,75%
16559,2022-05-25,RT1,20,30,67%
18560,2022-05-25,RT1,18,30,60%
19562,2022-05-25,RT1,19,30,63%
19563,2022-05-25,RT1,18,30,60%
17558,2022-05-25,RT1,11,19,58%
16558,2022-05-25,RT1,13,19,68%
17560,2022-05-25,RT1,19,40,48%
19558,2022-05-25,RT1,18,40,45%
19560,2022-05-25,RT1,18,26,69%
17561,2022-05-25,RT1,15,26,58%
16560,2022-05-25,RT1,20,34,59%
16561,2022-05-25,RT1,12,18,67%
16562,2022-05-25,RT1,16,31,52%
16563,2022-05-25,RT1,25,41,61%
17559,2022-05-25,RT1,22,32,69%
17562,2022-05-25,RT1,9,20,45%
17563,2022-05-25,RT1,16,25,64%
18558,2022-05-25,RT1,8,15,53%
18559,2022-05-25,RT1,17,42,40%
18561,2022-05-25,RT1,20,33,61%
18562,2022-05-25,RT1,25,38,66%
18563,2022-05-25,RT1,14,27,52%
19559,2022-05-25,RT1,13,24,54%
19561,2022-05-25,RT1,18,36,50%
17564,2022-05-25,RT1,6,16,38%
19562,2022-05-25,RT2,14,23,61%
18563,2022-05-25,RT2,14,29,48%
17561,2022-05-25,RT2,19,36,53%
17558,2022-05-25,RT2,25,50,50%
16562,2022-05-25,RT2,22,43,51%
16561,2022-05-25,RT2,15,24,63%
16558,2022-05-25,RT2,13,22,59%
19560,2022-05-25,RT2,23,38,61%
16563,2022-05-25,RT2,21,38,55%
16559,2022-05-25,RT2,26,41,63%
19559,2022-05-25,RT2,20,41,49%
19558,2022-05-25,RT2,17,39,44%
17559,2022-05-25,RT2,25,39,64%
16560,2022-05-25,RT2,16,34,47%
18562,2022-05-25,RT2,22,34,65%
18559,2022-05-25,RT2,19,44,43%
17563,2022-05-25,RT2,30,44,68%
17562,2022-05-25,RT2,11,30,37%
18558,2022-05-25,RT2,14,30,47%
17564,2022-05-25,RT2,17,40,43%
18561,2022-05-25,RT2,22,40,55%
18560,2022-05-25,RT2,25,40,63%
17560,2022-05-25,RT2,24,45,53%
19561,2022-05-25,RT2,24,45,53%
19563,2022-05-25,RT2,23,45,51%
19563,2022-05-25,RT3,15,29,52%
19562,2022-05-25,RT3,18,29,62%
19561,2022-05-25,RT3,14,29,48%
18562,2022-05-25,RT3,18,29,62%
17558,2022-05-25,RT3,13,27,48%
17562,2022-05-25,RT3,10,27,37%
19559,2022-05-25,RT3,14,27,52%
16559,2022-05-25,RT3,19,32,59%
16558,2022-05-25,RT3,5,8,63%
18561,2022-05-25,RT3,18,25,72%
16560,2022-05-25,RT3,8,20,40%
18558,2022-05-25,RT3,13,26,50%
18560,2022-05-25,RT3,13,24,54%
17560,2022-05-25,RT3,14,25,56%
16562,2022-05-25,RT3,9,18,50%
17559,2022-05-25,RT3,10,16,63%
17563,2022-05-25,RT3,10,16,63%
19558,2022-05-25,RT3,10,21,48%
16561,2022-05-25,RT3,12,21,57%
16563,2022-05-25,RT3,12,20,60%
17561,2022-05-25,RT3,12,19,63%
18563,2022-05-25,RT3,12,23,52%
19560,2022-05-25,RT3,12,19,63%
17564,2022-05-25,RT3,12,24,50%
18559,2022-05-25,RT3,11,23,48%
19559,2022-05-25,RT4,2,3,67%
16558,2022-05-25,RT4,2,3,67%
16562,2022-05-25,RT4,4,6,67%
19563,2022-05-25,RT4,4,6,67%
16560,2022-05-25,RT4,4,7,57%
19561,2022-05-25,RT4,4,7,57%
17560,2022-05-25,RT4,5,13,38%
18561,2022-05-25,RT4,5,9,56%
16561,2022-05-25,RT4,7,10,70%
17564,2022-05-25,RT4,8,17,47%
18560,2022-05-25,RT4,10,15,67%
19560,2022-05-25,RT4,9,16,56%
18559,2022-05-25,RT4,8,19,42%
17563,2022-05-25,RT4,13,19,68%
19562,2022-05-25,RT4,9,14,64%
17559,2022-05-25,RT4,9,14,64%
18558,2022-05-25,RT4,9,20,45%
18562,2022-05-25,RT4,13,20,65%
18563,2022-05-25,RT4,9,18,50%
16563,2022-05-25,RT4,11,18,61%
16559,2022-05-25,RT4,10,18,56%
17558,2022-05-25,RT4,3,6,50%
17562,2022-05-25,RT4,3,6,50%
19558,2022-05-25,RT4,3,7,43%
17561,2022-05-25,RT4,3,4,75%
16559,2022-05-26,RT1,21,30,70%
18560,2022-05-26,RT1,19,30,63%
19562,2022-05-26,RT1,16,30,53%
19563,2022-05-26,RT1,15,30,50%
17558,2022-05-26,RT1,9,19,47%
16558,2022-05-26,RT1,12,19,63%
17560,2022-05-26,RT1,21,40,53%
19558,2022-05-26,RT1,15,40,38%
19560,2022-05-26,RT1,14,26,54%
17561,2022-05-26,RT1,16,26,62%
16560,2022-05-26,RT1,18,34,53%
16561,2022-05-26,RT1,12,18,67%
16562,2022-05-26,RT1,15,31,48%
16563,2022-05-26,RT1,22,41,54%
17559,2022-05-26,RT1,21,32,66%
17562,2022-05-26,RT1,9,20,45%
17563,2022-05-26,RT1,15,25,60%
18558,2022-05-26,RT1,8,15,53%
18559,2022-05-26,RT1,15,42,36%
18561,2022-05-26,RT1,21,33,64%
18562,2022-05-26,RT1,22,38,58%
18563,2022-05-26,RT1,13,27,48%
19559,2022-05-26,RT1,11,24,46%
19561,2022-05-26,RT1,16,36,44%
17564,2022-05-26,RT1,8,16,50%
19562,2022-05-26,RT2,15,23,65%
18563,2022-05-26,RT2,15,29,52%
17561,2022-05-26,RT2,23,36,64%
17558,2022-05-26,RT2,25,50,50%
16562,2022-05-26,RT2,20,43,47%
16561,2022-05-26,RT2,17,24,71%
16558,2022-05-26,RT2,15,22,68%
19560,2022-05-26,RT2,23,38,61%
16563,2022-05-26,RT2,22,38,58%
16559,2022-05-26,RT2,26,41,63%
19559,2022-05-26,RT2,21,41,51%
19558,2022-05-26,RT2,15,39,38%
17559,2022-05-26,RT2,23,39,59%
16560,2022-05-26,RT2,17,34,50%
18562,2022-05-26,RT2,19,34,56%
18559,2022-05-26,RT2,17,44,39%
17563,2022-05-26,RT2,26,44,59%
17562,2022-05-26,RT2,11,30,37%
18558,2022-05-26,RT2,15,30,50%
17564,2022-05-26,RT2,17,40,43%
18561,2022-05-26,RT2,23,40,58%
18560,2022-05-26,RT2,27,40,68%
17560,2022-05-26,RT2,21,45,47%
19561,2022-05-26,RT2,23,45,51%
19563,2022-05-26,RT2,22,45,49%
19563,2022-05-26,RT3,13,29,45%
19562,2022-05-26,RT3,20,29,69%
19561,2022-05-26,RT3,15,29,52%
18562,2022-05-26,RT3,19,29,66%
17558,2022-05-26,RT3,14,27,52%
17562,2022-05-26,RT3,13,27,48%
19559,2022-05-26,RT3,15,27,56%
16559,2022-05-26,RT3,23,32,72%
16558,2022-05-26,RT3,5,8,63%
18560,2022-05-26,RT3,15,24,63%
16563,2022-05-26,RT3,13,20,65%
16561,2022-05-26,RT3,14,21,67%
18561,2022-05-26,RT3,14,25,56%
16562,2022-05-26,RT3,9,18,50%
16560,2022-05-26,RT3,10,20,50%
17563,2022-05-26,RT3,10,16,63%
19558,2022-05-26,RT3,10,21,48%
17564,2022-05-26,RT3,10,24,42%
17559,2022-05-26,RT3,12,16,75%
17560,2022-05-26,RT3,12,25,48%
17561,2022-05-26,RT3,12,19,63%
18558,2022-05-26,RT3,12,26,46%
18563,2022-05-26,RT3,12,23,52%
19560,2022-05-26,RT3,12,19,63%
18559,2022-05-26,RT3,11,23,48%
17562,2022-05-26,RT4,2,6,33%
19559,2022-05-26,RT4,2,3,67%
16558,2022-05-26,RT4,2,3,67%
16560,2022-05-26,RT4,4,7,57%
19561,2022-05-26,RT4,4,7,57%
18561,2022-05-26,RT4,5,9,56%
16561,2022-05-26,RT4,6,10,60%
17560,2022-05-26,RT4,6,13,46%
17564,2022-05-26,RT4,6,17,35%
18560,2022-05-26,RT4,8,15,53%
19560,2022-05-26,RT4,10,16,63%
18559,2022-05-26,RT4,8,19,42%
17563,2022-05-26,RT4,12,19,63%
19562,2022-05-26,RT4,8,14,57%
17559,2022-05-26,RT4,9,14,64%
18558,2022-05-26,RT4,10,20,50%
18562,2022-05-26,RT4,13,20,65%
18563,2022-05-26,RT4,9,18,50%
16563,2022-05-26,RT4,11,18,61%
16559,2022-05-26,RT4,12,18,67%
16562,2022-05-26,RT4,3,6,50%
17558,2022-05-26,RT4,3,6,50%
19563,2022-05-26,RT4,3,6,50%
19558,2022-05-26,RT4,3,7,43%
17561,2022-05-26,RT4,3,4,75%
19563,2022-05-27,RT3,14,29,48%
18560,2022-05-27,RT1,19,30,63%
19562,2022-05-27,RT1,17,30,57%
19563,2022-05-27,RT1,16,30,53%
17558,2022-05-27,RT1,10,19,53%
16558,2022-05-27,RT1,12,19,63%
17560,2022-05-27,RT1,18,40,45%
19558,2022-05-27,RT1,19,40,48%
19560,2022-05-27,RT1,18,26,69%
17561,2022-05-27,RT1,16,26,62%
16560,2022-05-27,RT1,19,34,56%
16561,2022-05-27,RT1,10,18,56%
16562,2022-05-27,RT1,15,31,48%
16563,2022-05-27,RT1,23,41,56%
17559,2022-05-27,RT1,19,32,59%
17562,2022-05-27,RT1,9,20,45%
17563,2022-05-27,RT1,15,25,60%
18558,2022-05-27,RT1,8,15,53%
18559,2022-05-27,RT1,18,42,43%
18561,2022-05-27,RT1,20,33,61%
18562,2022-05-27,RT1,21,38,55%
18563,2022-05-27,RT1,13,27,48%
19559,2022-05-27,RT1,13,24,54%
19561,2022-05-27,RT1,18,36,50%
17564,2022-05-27,RT1,6,16,38%
19562,2022-05-27,RT2,14,23,61%
18563,2022-05-27,RT2,15,29,52%
17561,2022-05-27,RT2,19,36,53%
17558,2022-05-27,RT2,26,50,52%
16562,2022-05-27,RT2,19,43,44%
16561,2022-05-27,RT2,13,24,54%
16558,2022-05-27,RT2,13,22,59%
19560,2022-05-27,RT2,24,38,63%
16563,2022-05-27,RT2,26,38,68%
16559,2022-05-27,RT2,28,41,68%
19559,2022-05-27,RT2,18,41,44%
19558,2022-05-27,RT2,16,39,41%
17559,2022-05-27,RT2,26,39,67%
16560,2022-05-27,RT2,18,34,53%
18562,2022-05-27,RT2,22,34,65%
18559,2022-05-27,RT2,17,44,39%
17563,2022-05-27,RT2,31,44,70%
17562,2022-05-27,RT2,13,30,43%
18558,2022-05-27,RT2,14,30,47%
17564,2022-05-27,RT2,19,40,48%
18561,2022-05-27,RT2,27,40,68%
18560,2022-05-27,RT2,28,40,70%
17560,2022-05-27,RT2,25,45,56%
19561,2022-05-27,RT2,24,45,53%
19563,2022-05-27,RT2,21,45,47%
16559,2022-05-27,RT1,18,30,60%
19562,2022-05-27,RT3,16,29,55%
19561,2022-05-27,RT3,16,29,55%
18562,2022-05-27,RT3,20,29,69%
17558,2022-05-27,RT3,14,27,52%
17562,2022-05-27,RT3,11,27,41%
19559,2022-05-27,RT3,15,27,56%
16559,2022-05-27,RT3,22,32,69%
16558,2022-05-27,RT3,5,8,63%
18560,2022-05-27,RT3,16,24,67%
16563,2022-05-27,RT3,13,20,65%
17560,2022-05-27,RT3,13,25,52%
18561,2022-05-27,RT3,13,25,52%
16562,2022-05-27,RT3,9,18,50%
17564,2022-05-27,RT3,9,24,38%
17563,2022-05-27,RT3,10,16,63%
18559,2022-05-27,RT3,10,23,43%
19558,2022-05-27,RT3,10,21,48%
17559,2022-05-27,RT3,12,16,75%
17561,2022-05-27,RT3,12,19,63%
18558,2022-05-27,RT3,12,26,46%
18563,2022-05-27,RT3,12,23,52%
19560,2022-05-27,RT3,12,19,63%
16560,2022-05-27,RT3,11,20,55%
16561,2022-05-27,RT3,11,21,52%
19559,2022-05-27,RT4,2,3,67%
16558,2022-05-27,RT4,2,3,67%
16560,2022-05-27,RT4,4,7,57%
17560,2022-05-27,RT4,5,13,38%
16561,2022-05-27,RT4,6,10,60%
18561,2022-05-27,RT4,6,9,67%
17564,2022-05-27,RT4,7,17,41%
18560,2022-05-27,RT4,10,15,67%
19560,2022-05-27,RT4,9,16,56%
18559,2022-05-27,RT4,7,19,37%
17563,2022-05-27,RT4,12,19,63%
19562,2022-05-27,RT4,9,14,64%
17559,2022-05-27,RT4,9,14,64%
18558,2022-05-27,RT4,11,20,55%
18562,2022-05-27,RT4,10,20,50%
18563,2022-05-27,RT4,10,18,56%
16563,2022-05-27,RT4,12,18,67%
16559,2022-05-27,RT4,11,18,61%
16562,2022-05-27,RT4,3,6,50%
17558,2022-05-27,RT4,3,6,50%
17562,2022-05-27,RT4,3,6,50%
19563,2022-05-27,RT4,3,6,50%
19558,2022-05-27,RT4,3,7,43%
19561,2022-05-27,RT4,3,7,43%
17561,2022-05-27,RT4,3,4,75%
16559,2022-05-28,RT1,26,30,87%
18560,2022-05-28,RT1,24,30,80%
19562,2022-05-28,RT1,26,30,87%
19563,2022-05-28,RT1,22,30,73%
17558,2022-05-28,RT1,15,19,79%
16558,2022-05-28,RT1,17,19,89%
17560,2022-05-28,RT1,29,40,73%
19558,2022-05-28,RT1,25,40,63%
19560,2022-05-28,RT1,24,26,92%
17561,2022-05-28,RT1,24,26,92%
16560,2022-05-28,RT1,24,34,71%
16561,2022-05-28,RT1,16,18,89%
16562,2022-05-28,RT1,23,31,74%
16563,2022-05-28,RT1,39,41,95%
17559,2022-05-28,RT1,27,32,84%
17562,2022-05-28,RT1,13,20,65%
17563,2022-05-28,RT1,25,25,100%
18558,2022-05-28,RT1,12,15,80%
18559,2022-05-28,RT1,24,42,57%
18561,2022-05-28,RT1,31,33,94%
18562,2022-05-28,RT1,32,38,84%
18563,2022-05-28,RT1,19,27,70%
19559,2022-05-28,RT1,18,24,75%
19561,2022-05-28,RT1,26,36,72%
17564,2022-05-28,RT1,9,16,56%
19562,2022-05-28,RT2,23,23,100%
18563,2022-05-28,RT2,20,29,69%
17561,2022-05-28,RT2,32,36,89%
17558,2022-05-28,RT2,36,50,72%
16562,2022-05-28,RT2,33,43,77%
16561,2022-05-28,RT2,23,24,96%
16558,2022-05-28,RT2,19,22,86%
19560,2022-05-28,RT2,33,38,87%
16563,2022-05-28,RT2,31,38,82%
16559,2022-05-28,RT2,36,41,88%
19559,2022-05-28,RT2,30,41,73%
19558,2022-05-28,RT2,25,39,64%
17559,2022-05-28,RT2,38,39,97%
16560,2022-05-28,RT2,27,34,79%
18562,2022-05-28,RT2,31,34,91%
18559,2022-05-28,RT2,27,44,61%
17563,2022-05-28,RT2,40,44,91%
17562,2022-05-28,RT2,17,30,57%
18558,2022-05-28,RT2,23,30,77%
17564,2022-05-28,RT2,24,40,60%
18561,2022-05-28,RT2,34,40,85%
18560,2022-05-28,RT2,33,40,83%
17560,2022-05-28,RT2,34,45,76%
19561,2022-05-28,RT2,31,45,69%
19563,2022-05-28,RT2,35,45,78%
19563,2022-05-28,RT3,22,29,76%
19562,2022-05-28,RT3,26,29,90%
19561,2022-05-28,RT3,20,29,69%
18562,2022-05-28,RT3,27,29,93%
17558,2022-05-28,RT3,22,27,81%
17562,2022-05-28,RT3,18,27,67%
19559,2022-05-28,RT3,19,27,70%
16559,2022-05-28,RT3,31,32,97%
17560,2022-05-28,RT3,18,25,72%
18561,2022-05-28,RT3,24,25,96%
16561,2022-05-28,RT3,20,21,95%
16563,2022-05-28,RT3,17,20,85%
17561,2022-05-28,RT3,17,19,89%
18558,2022-05-28,RT3,19,26,73%
18560,2022-05-28,RT3,24,24,100%
18563,2022-05-28,RT3,16,23,70%
19560,2022-05-28,RT3,17,19,89%
17563,2022-05-28,RT3,15,16,94%
17564,2022-05-28,RT3,15,24,63%
16558,2022-05-28,RT3,8,8,100%
18559,2022-05-28,RT3,13,23,57%
19558,2022-05-28,RT3,13,21,62%
16560,2022-05-28,RT3,14,20,70%
16562,2022-05-28,RT3,14,18,78%
17559,2022-05-28,RT3,14,16,88%
19559,2022-05-28,RT4,2,3,67%
17561,2022-05-28,RT4,4,4,100%
16560,2022-05-28,RT4,5,7,71%
16562,2022-05-28,RT4,5,6,83%
17558,2022-05-28,RT4,5,6,83%
19558,2022-05-28,RT4,5,7,71%
19561,2022-05-28,RT4,5,7,71%
19563,2022-05-28,RT4,5,6,83%
16561,2022-05-28,RT4,9,10,90%
17560,2022-05-28,RT4,9,13,69%
18561,2022-05-28,RT4,9,9,100%
17564,2022-05-28,RT4,10,17,59%
18560,2022-05-28,RT4,13,15,87%
19560,2022-05-28,RT4,15,16,94%
18559,2022-05-28,RT4,12,19,63%
17563,2022-05-28,RT4,17,19,89%
19562,2022-05-28,RT4,14,14,100%
17559,2022-05-28,RT4,13,14,93%
18558,2022-05-28,RT4,13,20,65%
18562,2022-05-28,RT4,19,20,95%
18563,2022-05-28,RT4,13,18,72%
16563,2022-05-28,RT4,16,18,89%
16559,2022-05-28,RT4,18,18,100%
17562,2022-05-28,RT4,3,6,50%
16558,2022-05-28,RT4,3,3,100%
16559,2022-05-29,RT1,23,30,77%
18560,2022-05-29,RT1,25,30,83%
